Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Référence de commande;Telephone;Type;Type d'intervention;Volume;rejection
62, bd d' Anfa, Forum Bab Abdelaziz, Q. Bourgogne CASABLANCA CASABLANCA;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;14:19;;;33.594008;-7.6297517;+212600000000;AVITO, AVITO;;893241 WW;1;;+212600000000;;;0;Hub n'est pas egale a M2T
17 rue othman ben affane Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;14:27;;;33.5845437;-7.6246024;+212600000000;MAROC SOIR, Mme Mouna hassany Siège maroc soir;;893241 WW;1;;+212600000000;;;0;Hub n'est pas egale a M2T
22 rue allal el fassi Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;14:33;M2T;700663;33.587854;-7.620295;+212644485536;Casa Allal El Fassi;CASH PLUS;893241 WW;1;DM220497837;+212644485536;;;0;date de depart non conforme
13. RUE MELOUIA -MERS SULTAN-CASABLANCA Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;14:38;;;33.5883461;-7.620121299999999;+212522484848;XOS, office sytems;;893241 WW;1;;+212522484848;;;0;Hub n'est pas egale a M2T
Angle Rue Habacha Et Rue Al Araar Casablanca Centre Ville Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;14:44;M2T;024035;33.5903242;-7.6163018;+212630638365;Chaabi Cash M2t - Casa City;M2T;893241 WW;1;DM220497837;+212630638365;;;0;date de depart non conforme
65, Bd de paris centre ville 20032 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;14:50;M2T;083629;33.5929607;-7.6186168;+212699601334;BC CASA BD DE PARIS;BARID CASH;893241 WW;1;DM220497837;+212699601334;;;0;date de depart non conforme
00 Rue du 16 Novembre Casablanca 20250 Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;14:59;;;33.5946941;-7.6168256;+212522282316;Action Goodies Commerciales, RACHID MARRAKCHI;;893241 WW;1;;+212522282316;;;0;Hub n'est pas egale a M2T
36 Rue Tahar Sebti Casablanca 20100 Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;15:07;;;33.5929708;-7.6150126;+212522200182;Action Goodies Commerciales, Mohamed DRARZA;;893241 WW;1;;+212522200182;;;0;Hub n'est pas egale a M2T
89 Rue Chaouia Casablanca 20250 Maroc Centre Ville Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;15:12;M2T;024033;33.5922154;-7.6141543;+212610884523;Chaabi Cash M2t -Colbert-casablanca;M2T;893241 WW;1;DM220497837;+212610884523;;;0;date de depart non conforme
Angle Bd Mohamed V et Rue Chaouia ( Ex colder) Centre de Ville SIDI BELYOUT 20003 Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;15:18;M2T;083669;33.5943345;-7.612547;+212700621680;BC CASA BOURSE;BARID CASH;893241 WW;1;DM220497837;+212700621680;;;0;date de depart non conforme
Bd de LA MARTINE CU Mers Sultan 20502. Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;15:24;M2T;083881;33.5943153;-7.6126455;+212602397404;BC CASA 2 MARS;BARID CASH;893241 WW;1;DM220497837;+212602397404;;;0;date de depart non conforme
El jadida 1 El jadida;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;09:31;;;33.2288402;-8.4987859;+212666760613;AMINE AIT ALI, Ismail;;3865-E-6;1;;+212666760613;;;0;Hub n'est pas egale a M2T
el jadida 00 El jadida;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;09:38;;;33.2316326;-8.500711599999999;+212662234586;SAID OUNIR, ibrahim mebchour;;3865-E-6;1;;+212662234586;;;0;Hub n'est pas egale a M2T
el jadida 00 El jadida;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;09:43;;;33.2316326;-8.500711599999999;+212661826507;SAID OUNIR, rachid;;3865-E-6;1;;+212661826507;;;0;Hub n'est pas egale a M2T
00 SALE JDIDA LOT OSRA 03 HSSAINE IMM M RES YASSMINE NUM 10 2 ETAGE Salé;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;09:48;;;33.2316326;-8.500711599999999;+212663104406;inwi, maziane malika;;3865-E-6;1;;+212663104406;;;0;Hub n'est pas egale a M2T
00 hay houda lotissement sabil gh 01 immeuble 01 etage el jadidda El jadida;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;09:53;;;33.2316326;-8.500711599999999;+212606037422;inwi, BOUZKRI HASSAN;;3865-E-6;1;;+212606037422;;;0;Hub n'est pas egale a M2T
25 blvrd des Far el jadida El jadida;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;09:58;;;33.2316326;-8.500711599999999;+212613412940;QITAB, hakim elddahbi;;3865-E-6;1;;+212613412940;;;0;Hub n'est pas egale a M2T
el jadida 00 El jadida;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;10:03;;;33.2316326;-8.500711599999999;+212662234589;SAID OUNIR, brahim;;3865-E-6;1;;+212662234589;;;0;Hub n'est pas egale a M2T
LOITISSEMENT CHERKAOUA Nø2 EL JADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;10:09;M2T;098541;33.23418;-8.5042;+212661926226;MCS AL GHAZOUA;BARID CASH;3865-E-6;1;DM220497837;+212661926226;;;0;date de depart non conforme
LOT OUASSAT EL JADIDA N 8 ELJADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;10:20;M2T;701393;33.23082;-8.52796;+212523361004;MARJANE ELJADIDA;CASH PLUS;3865-E-6;1;DM220497837;+212523361004;;;0;date de depart non conforme
CENTRE MOULAY ABDELLAH El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;10:34;M2T;700652;33.19278;-8.5855;+212662895651;Moulay abdellah;CASH PLUS;3865-E-6;1;DM220497837;+212662895651;;;0;date de depart non conforme
RESIDENCE GHAIBI MAGASIN RC 24 250 Oualidia;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;11:53;M2T;701514;32.73457;-9.03216;+212523366062;OUALIDIA;CASH PLUS;3865-E-6;1;DM220497837;+212523366062;;;0;date de depart non conforme
00 06 lot blade si thami zemamra Zemamra;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;12:54;;;32.6243878;-8.7095789;+212668618134;2WLS, en-nia ayyoub;;3865-E-6;1;;;;;0;Hub n'est pas egale a M2T
N 18 Centre Commerciale Hay Nahda Zemamra;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;13:01;M2T;700044;32.62639;-8.70179;+212674310890;KHEMISSZEMAMRA;CASH PLUS;3865-E-6;1;DM220497837;+212674310890;;;0;date de depart non conforme
00 Centre Administratif khemis zemamra 24202 ZEMAMRA Zemamra;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;13:08;;;32.6298372;-8.6878955;+212661406023;2WLS, sadik abdelouhab;;3865-E-6;1;;;;;0;Hub n'est pas egale a M2T
28 bloc 1 hay oum rabii Azemmour;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;14:28;;;33.2827239;-8.341476199999999;+212708611850;WALID MADIHI, zakaria hakim;;3865-E-6;1;;+212708611850;;;0;Hub n'est pas egale a M2T
Azemmour;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;14:40;;;33.286667;-8.347178099999999;+212600000000;XOS, UNIMER - ZI OUED OUM RABII;;3865-E-6;1;;+212600000000;;;0;Hub n'est pas egale a M2T
Azemmour;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;14:45;;;33.286667;-8.347178099999999;+212600000000;Achraf;;3865-E-6;1;;+212600000000;;;0;Hub n'est pas egale a M2T
AVENUE MOHAMED V HAY AMAL Azemmour;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;14:52;M2T;701990;33.28345;-8.3528;+212523357951;AZEMMOUR Eurosol;CASH PLUS;3865-E-6;1;DM220497837;+212523357951;;;0;date de depart non conforme
bd jabranekhaliljabrane RES elboustane 9 IMM2 N7 El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;15:13;M2T;701074;33.2318;-8.48641;+212669331122;EL BOUSTANE;CASH PLUS;3865-E-6;1;DM220497837;+212669331122;;;0;date de depart non conforme
mag 2 lot ennajah 3 route marrakech El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;15:20;M2T;701972;33.22146;-8.49254;+212770675342;Route Marrakech;CASH PLUS;3865-E-6;1;DM220497837;+212770675342;;;0;date de depart non conforme
00 najd 2 b2 b5 hay salam el jadida El jadida;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;15:27;;;33.2197152;-8.4993078;+212638880922;2WLS, Mohamed Belahcen;;3865-E-6;1;;+212638880922;;;0;Hub n'est pas egale a M2T
N 556 Lot Essalam El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;15:34;M2T;005469;33.22512;-8.49693;+212610077097;Tasshilat Goujet;M2T;3865-E-6;1;DM220497837;+212610077097;;;0;date de depart non conforme
Andalouss Ghb4m1 Magasin N 1 Rdc Imm Ghb4 N 69 El Jadida Andalouss El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;15:46;M2T;005659;33.23669;-8.52122;+212664940465;Chaabi Cash Retamar;M2T;3865-E-6;1;DM220497837;+212664940465;;;0;date de depart non conforme
route de sidi bouzide principale El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;15:54;M2T;700335;33.23828;-8.53093;+212661232564;najmat el janoub;CASH PLUS;3865-E-6;1;DM220497837;+212661232564;;;0;date de depart non conforme
route el oualidia centre commercial harit n 6 el El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:00;M2T;702126;33.24116;-8.52654;+212600717164;Harit;CASH PLUS;3865-E-6;1;DM220497837;+212600717164;;;0;date de depart non conforme
00 EL JADIDA DISPONSAIR SIDI YAHYA BOULVARD BIRANZARAN ETAGE 1 El jadida;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;16:06;;;33.2434614;-8.5267243;+212662083414;inwi, MEMDOUHI MOHAMED AMINE;;3865-E-6;1;;+212662083414;;;0;Hub n'est pas egale a M2T
Rue Kadi Ben Arbi N3 Saada I El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:12;M2T;000531;33.24375;-8.5257;+212631236097;Chaabi Cash M2t - El Jadida - Saada I;M2T;3865-E-6;1;DM220497837;+212631236097;;;0;date de depart non conforme
av haroun rachid n 707 bis LOT muilha El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:20;M2T;701012;33.25072;-8.52043;+212600639125;Masjid muilha;CASH PLUS;3865-E-6;1;DM220497837;+212600639125;;;0;date de depart non conforme
00 RUE TANGER MAISON NUMERO N 5 El jadida;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;16:26;;;33.2524577;-8.5172184;+212670253905;inwi, SLALA EL MOSTAFA;;3865-E-6;1;;+212670253905;;;0;Hub n'est pas egale a M2T
N1 187 BD MOHAMED ATTOUFANI El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:32;M2T;700451;33.2535;-8.5151;+212523393847;ATTOUFANI ELJADIDA;CASH PLUS;3865-E-6;1;DM220497837;+212523393847;;;0;date de depart non conforme
Nø54 AVENUE ABI CHOUAIB DOUKKALI EL JADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:38;M2T;098542;33.25383;-8.51087;+212661926226;MCS CHOUAIB DOUKALI;BARID CASH;3865-E-6;1;DM220497837;+212661926226;;;0;date de depart non conforme
BD MOHAMED TRIAAI ET ANGLE BARK AL LIL N1 BIS El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:45;M2T;700232;33.25938;-8.50694;+212673104371;AVENUE MOHAMED TRIAAI;CASH PLUS;3865-E-6;1;DM220497837;+212673104371;;;0;date de depart non conforme
N 17 RUE BEN DAGHA CENTRE COMMERCIAL ALJAZIRA MOOL El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:52;M2T;700954;33.25348;-8.50394;+212661174397;Aljazira Mall;CASH PLUS;3865-E-6;1;DM220497837;+212661174397;;;0;date de depart non conforme
01 rue mohamed rifi el jadida El jadida;Abdelkbir KHANFOUDI;;;;;09:00-17:00;;18/04/2022;5;;16:58;;;33.249572;-8.5048325;+212633284843;Moroccan Bazaar, سيمو سميح;;3865-E-6;1;;+212633284843;;;0;Hub n'est pas egale a M2T
Imm Meniar Magasin N9 Et 10 Bd Med V El Jadida El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;17:05;M2T;000570;33.24952;-8.50163;+212608076090;Chaabi Cash M2t- El Jadida;M2T;3865-E-6;1;DM220497837;+212608076090;;;0;date de depart non conforme
AVENUE MOHAMMED Nø162 EL JADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;17:10;M2T;098725;33.24636;-8.49997;+212658345447;YSF EL JADIDA MOHAMED V;BARID CASH;3865-E-6;1;DM220497837;+212658345447;;;0;date de depart non conforme
Quartier M Haita Taroudant BP 17 Taza;Faical Chnifar ;;;;;09:00-17:00;;18/04/2022;5;;09:12;;;34.209516632955065;-4.0178810682680925;+212528852659;CBI, ANCFCC Taza;;96601-H-6;1;;+212528852659;;;0;Hub n'est pas egale a M2T
286 Bloc C Hay Hassani Taza Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;004311;34.20675;-3.99793;+212661864193;Tasshilat El Amraoui;M2T;96601-H-6;1;DM220497837;+212661864193;;;0;date de depart non conforme
5 TRIK TAZA EL OLIA , BD MOULAY YOUSSEF , IMMB TAZ Taza;Faical Chnifar ;;;;;09:00-17:00;;18/04/2022;5;;10:06;;;34.2105603;-3.9980485;+212535284611;Warak_CNSS, M2T_CASH PLUS_701337;;96601-H-6;1;;+212535284611;;;0;Hub n'est pas egale a M2T
ROUTE DE AL HOCEIMA LOT 11 Z I TAZA Taza;Faical Chnifar ;;;;;09:00-17:00;;18/04/2022;5;;10:11;;;34.2105603;-3.9980485;+212605574843;EVLOX, Lucky fashion sarl;;96601-H-6;1;;+212605574843;;;0;Hub n'est pas egale a M2T
Rue Allal Ben Abdellah Ville Nouvelle 35032 TAZA. Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;10:23;M2T;083873;34.22179;-4.00767;+212602309341;BC TAZA PPAL;BARID CASH;96601-H-6;1;DM220497837;+212602309341;;;0;date de depart non conforme
00 Lot Ismailia Taza;Faical Chnifar ;;;;;09:00-17:00;;18/04/2022;5;;10:37;;;34.22887556276904;-4.024041081760714;+212676651363;Moroccan Bazaar, Latifa;;96601-H-6;1;;+212676651363;;;0;Hub n'est pas egale a M2T
Avenue Bir Anzarane, Route de FŠs Al adarissa 35016 TAZA Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;10:47;M2T;083794;34.2313;-4.0124;+212680348900;BC TAZA GARE;BARID CASH;96601-H-6;1;DM220497837;+212680348900;;;0;date de depart non conforme
00 houari fahd geldaman numero 3502 Taza;Faical Chnifar ;;;;;09:00-17:00;;18/04/2022;5;;11:53;;;34.1323201;-3.9489515;+212659221591;inwi, EZZAHER AHMED;;96601-H-6;1;;+212659221591;;;0;Hub n'est pas egale a M2T
N122 LOT TADDART Guercif;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;13:25;M2T;700688;34.2165;-3.58424;+212777682255;TADDART;CASH PLUS;96601-H-6;1;DM220497837;+212777682255;;;0;date de depart non conforme
00 Av melouiya lot habri pharmacie Guennoun Guercif;Faical Chnifar ;;;;;09:00-17:00;;18/04/2022;5;;14:06;;;34.2240762;-3.341437;+212676915559;Moroccan Bazaar, Nabila sarghini;;96601-H-6;1;;;;;0;Hub n'est pas egale a M2T
Quartier militaire Bloc c n17 TAOURIRT 1 Casablanca;Faical Chnifar ;;;;;09:00-17:00;;18/04/2022;5;;15:28;;;34.3983716;-2.8935028;+212700801915;SUPERBRIKOL, Yassin;;96601-H-6;1;;+212700801915;;;0;Hub n'est pas egale a M2T
RUE DE LA GARE N°00 GUERCIF Guercif;Faical Chnifar ;;;;;09:00-17:00;;18/04/2022;5;;16:48;;;34.2299391;-3.3489671;+212655676040;EVLOX, Societe vindi ii sarl;;96601-H-6;1;;+212655676040;;;0;Hub n'est pas egale a M2T
n°9bloc 3 al qods3 tazaqods 3 Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;18:20;M2T;701724;34.2294;-3.97972;+212661488717;ALQODS3;CASH PLUS;96601-H-6;1;DM220497837;+212661488717;;;0;date de depart non conforme
HA MASSIRA 2 N 11 BLOC F RESIDENCE ASSABAH Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;18:33;M2T;700103;34.22926;-4.00309;+212661250962;MASSIRA II;CASH PLUS;96601-H-6;1;DM220497837;+212661250962;;;0;date de depart non conforme
5 TRIK TAZA EL OLIA , BD MOULAY YOUSSEF , IMMB TAZ Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;18:38;M2T;701337;34.22926;-4.00309;+212535284611;MOULAYYOUSSEF;CASH PLUS;96601-H-6;1;DM220497837;+212535284611;;;0;date de depart non conforme
AV HASSAN 2 Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;18:43;M2T;701192;34.22926;-4.00309;+212661250962;TAZA CENTRE;CASH PLUS;96601-H-6;1;DM220497837;+212661250962;;;0;date de depart non conforme
14 OURIDA B TAZA Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;18:48;M2T;701191;34.22926;-4.00309;+212661250962;TAZAOURIDA1;CASH PLUS;96601-H-6;1;DM220497837;+212661250962;;;0;date de depart non conforme
00 BLOC A 5 AOUINAT HAJJAJ Fès;Abdelhak Benlamine;;;;;09:00-17:00;;18/04/2022;5;;10:21;;;34.0204758;-4.966910299999999;+212690294378;inwi, EL-MAJTOUT SOUKAINA;;23643-E-6;1;;+212690294378;;;0;Hub n'est pas egale a M2T
65 AVENUE MY RACHID CITE MAMOUNIA MAGASIN 3 Fès;Abdelhak Benlamine;;;;;10:00-19:00;;18/04/2022;5;;10:38;M2T;701299;34.02155;-4.98799;+212661295005;ROUTE SEFROU;CASH PLUS;23643-E-6;1;DM220497837;+212661295005;;;0;date de depart non conforme
00 res sabati hay sabati num 09 atage 02 imm el omrane Fès;Abdelhak Benlamine;;;;;09:00-17:00;;18/04/2022;5;;10:50;;;34.03096065570539;-4.99785885932364;+212661306325;inwi, EL GHAZAL MASSIR;;23643-E-6;1;;+212661306325;;;0;Hub n'est pas egale a M2T
rue arfoud oulad mtaa temaraoulad mtaa Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;700109;33.936761;-6.894789;+212661291769;Ouled mtaa 2;CASH PLUS;79265-H-6;1;DM220497837;+212661291769;;;0;date de depart non conforme
14 Av.Idriss Premier Hay Nahda Temara Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;10:11;M2T;702062;33.926664;-6.906743;+212696748621;TEMARA Hay Nahda;CASH PLUS;79265-H-6;1;DM220497837;+212696748621;;;0;date de depart non conforme
Hay alaouine rue Alger 1 Témara;Lahcen HARTAL ;;;;;09:00-17:00;;18/04/2022;5;;10:20;;;33.9249998;-6.9170152;+212707973194;MIR MOHAMED, Anass amghouze;;79265-H-6;1;;+212707973194;;;0;Hub n'est pas egale a M2T
Angle Hassan II et Av Prince Heritier Sidi Mohamed 12000 TEMARA Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;10:27;M2T;083803;33.927684;-6.916613;+212602364167;BC TEMARA PPAL;BARID CASH;79265-H-6;1;DM220497837;+212602364167;;;0;date de depart non conforme
Avenue moustapha assayeh Harhoura 12014 HARHOURA Harhoura;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;10:42;M2T;083734;33.925863;-6.959028;+212701083127;BC EL HARHOURA;BARID CASH;79265-H-6;1;DM220497837;+212701083127;;;0;date de depart non conforme
Magasin, Immeuble Nø1179 WIFAK 12022 TEMARA Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:03;M2T;083771;33.920335;-6.934463;+212615534336;BC TEMARA AL WIFAK;BARID CASH;79265-H-6;1;DM220497837;+212615534336;;;0;date de depart non conforme
1384 Av Ghazza Hay Al Wifak Temara Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:10;M2T;001369;33.924469;-6.93249;+212622080161;Chaabi Cash CH ASH Service;M2T;79265-H-6;1;DM220497837;+212622080161;;;0;date de depart non conforme
00 AIN ATIK RES AYA N18 TEMARA Témara;Lahcen HARTAL ;;;;;09:00-17:00;;18/04/2022;5;;11:17;;;33.9203274;-6.9273969;+212693592166;inwi, CHIKHI NAJAT;;79265-H-6;1;;+212693592166;;;0;Hub n'est pas egale a M2T
Hay El Alaouenne Rue Kowait N46 Temara Temara Témara;Lahcen HARTAL ;;;;;09:00-17:00;;18/04/2022;5;;11:24;;;33.916998;-6.9247249;+212663335676;CNSS, M2T_M2T_001364;;79265-H-6;1;;+212663335676;;;0;Hub n'est pas egale a M2T
Hay El Alaouenne Rue Kowait N46 Temara Temara Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:29;M2T;001364;33.916898;-6.924703;+212663335676;Chaabi Cash Muamalat Express;M2T;79265-H-6;1;DM220497837;+212663335676;;;0;date de depart non conforme
N 167 Lot Comatrav 1 Temara Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:38;M2T;000514;33.91284;-6.919659;+212677232764;Chaabi Cash M2t - Temara - Lot Comatrav;M2T;79265-H-6;1;DM220497837;+212677232764;;;0;date de depart non conforme
boulevard HASSAN Ier Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:45;M2T;700378;33.911117;-6.922032;+212537741860;HASSAN 1er;CASH PLUS;79265-H-6;1;DM220497837;+212537741860;;;0;date de depart non conforme
Avenue Hassane 1er Immeuble D NÂ°9 Fath El Kheir Temara Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:54;M2T;024008;33.905323;-6.918733;+212600081951;Chaabi Cash M2t- Fath El Kheir;M2T;79265-H-6;1;DM220497837;+212600081951;;;0;date de depart non conforme
BD Tarik bnou ziyad résidence adam n4 temaraLakrou Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;12:01;M2T;701832;33.903828;-6.920162;+212648034476;RONDE POINT LE9ROCH;CASH PLUS;79265-H-6;1;DM220497837;+212648034476;;;0;date de depart non conforme
LOT KHALID Nø 470 SYZ SIDI YAHIA ZAERS Sidi yahya zaer;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;12:27;M2T;098944;33.82743;-6.90441;+212645290039;SAHATEL SIDI YAHIA ZAERS;BARID CASH;79265-H-6;1;DM220497837;+212645290039;;;0;date de depart non conforme
Appartement 5 immeuble 21 Hiba 1 Rabat;Lahcen HARTAL ;;;;;09:00-17:00;;18/04/2022;5;;12:38;;;33.8382134;-6.9135493;+212707838386;Moroccan Bazaar, سناء اعموم;;79265-H-6;1;;+212707838386;;;0;Hub n'est pas egale a M2T
LOT EL AAMARI NR 01 AIN ROUZ SKHIRAT Skhirate;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;13:21;M2T;700460;33.851152;-7.038664;+212697743228;SKHIRAT;CASH PLUS;79265-H-6;1;DM220497837;+212697743228;;;0;date de depart non conforme
Km 17 route Casa RPN 1 Témara Témara;Lahcen HARTAL ;;;;;09:00-17:00;;18/04/2022;5;;13:47;;;33.884745365103726;-6.97866566128422;+212674097140;Moroccan Bazaar, Kourraouch Salma;;79265-H-6;1;;+212674097140;;;0;Hub n'est pas egale a M2T
PROMOSITE 2 N18 RUE NATIONAL N1 AIN ATIG Ain atiq;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;14:04;M2T;701407;33.889156;-6.970589;+212661837908;AIN ATIG CENTRE;CASH PLUS;79265-H-6;1;DM220497837;+212661837908;;;0;date de depart non conforme
00 Para aswak esalam temara Témara;Lahcen HARTAL ;;;;;09:00-17:00;;18/04/2022;5;;14:17;;;33.9052436;-6.9410002;+212682864031;Moroccan Bazaar, Nadi nawal;;79265-H-6;1;;+212682864031;;;0;Hub n'est pas egale a M2T
00 Residence a zahrae pres de lecole oum al ghayt Témara;Lahcen HARTAL ;;;;;09:00-17:00;;18/04/2022;5;;14:28;;;33.899636;-6.931315499999999;+212628516676;Moroccan Bazaar, فاطمة الزهراء الخياري;;79265-H-6;1;;+212628516676;;;0;Hub n'est pas egale a M2T
RESIDENCE ENNASR IMM 62 LOCAL N°227 Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;14:37;M2T;702168;33.895892;-6.930864;+212667070123;HAY ENNACER ELIMARAT;CASH PLUS;79265-H-6;1;DM220497837;+212667070123;;;0;date de depart non conforme
Immeuble Nø 211ÿ, Lotÿ, Renaissance (213) Al Mansour Adahbi 12016 TEMARA Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;14:46;M2T;083735;33.902397;-6.922418;+212702003120;BC TEMARA FOUARATE;BARID CASH;79265-H-6;1;DM220497837;+212702003120;;;0;date de depart non conforme
79 LOT ALWIFAQ Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;14:56;M2T;701728;33.912762;-6.914363;+212630597936;TRIK 51 TMRAA;CASH PLUS;79265-H-6;1;DM220497837;+212630597936;;;0;date de depart non conforme
24500 Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;15:01;M2T;700751;33.916564;-6.9117;+212662788549;RACHAMED;CASH PLUS;79265-H-6;1;DM220497837;+212662788549;;;0;date de depart non conforme
00 Charie tarik ibn ziad hay maghreb al arabi Témara;Lahcen HARTAL ;;;;;09:00-17:00;;18/04/2022;5;;15:08;;;33.9158089;-6.9064755;+212699335048;Moroccan Bazaar, ليلى غيشي;;79265-H-6;1;;+212699335048;;;0;Hub n'est pas egale a M2T
Hay Maghrib Laarabi Lot 3881 Masira 2 Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;15:21;M2T;700168;33.920196;-6.889977;+212677931416;TEMARA MASSIRA II;CASH PLUS;79265-H-6;1;DM220497837;+212677931416;;;0;date de depart non conforme
3461 RUE MELILIA MASSIRA 2 TEMARA Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;15:26;M2T;097810;33.921422;-6.889395;+212610781622;PAM CASH TEMARA MASSIRA 2;BARID CASH;79265-H-6;1;DM220497837;+212610781622;;;0;date de depart non conforme
